dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
255,1,0.0,0.73,0.99,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.71,0.99,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.7,0.99,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.71,0.99,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.7,0.99,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.69,0.98,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.68,0.98,0.0,0.0,0.0,0.0,0.0
255,5,0.02,0.66,0.98,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.65,0.0,0.0,0.0,0.0,0.0,0.0
255,4,0.02,0.62,0.97,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.6,0.97,0.0,0.0,0.0,0.0,0.0
255,4,0.02,0.57,0.97,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.55,0.96,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.53,0.96,0.0,0.0,0.0,0.0,0.0
255,3,0.01,0.52,0.96,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.5,0.96,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.49,0.96,0.0,0.0,0.0,0.0,0.0
255,4,0.02,0.47,0.95,0.0,0.0,0.0,0.0,0.0
255,10,0.04,0.48,0.0,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.5,0.95,0.0,0.0,0.0,0.0,0.0
255,5,0.02,0.51,0.95,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.52,0.95,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.53,0.95,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.53,0.95,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.53,0.95,0.0,0.0,0.0,0.0,0.0
255,3,0.01,0.52,0.95,0.0,0.0,0.0,0.0,0.0
255,3,0.01,0.53,0.95,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.53,0.94,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.51,0.92,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.49,0.92,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.49,0.92,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.51,0.92,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.51,0.92,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.51,0.92,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.52,0.93,0.0,0.0,0.0,0.0,0.0
255,4,0.02,0.52,0.93,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.51,0.9,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.52,0.91,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.51,0.9,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.51,0.89,0.0,0.0,0.0,0.0,0.0
255,3,0.01,0.5,0.89,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.49,0.89,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.49,0.89,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.51,0.89,0.0,0.0,0.0,0.0,0.0
255,3,0.01,0.51,0.9,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.51,0.89,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.52,0.89,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.52,0.89,0.0,0.0,0.0,0.0,0.0
255,4,0.02,0.52,0.89,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.52,0.89,0.0,0.0,0.0,0.0,0.0
255,3,0.01,0.53,0.89,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.53,0.89,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.53,0.91,0.0,0.0,0.0,0.0,0.0
255,4,0.02,0.52,0.92,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.51,0.92,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.53,0.92,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.54,0.93,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.55,0.93,0.0,0.0,0.0,0.0,0.0
255,4,0.02,0.54,0.92,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.53,0.92,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.53,0.93,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.53,0.93,0.0,0.0,0.0,0.0,0.0
255,3,0.01,0.54,0.95,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.55,0.95,0.0,0.0,0.0,0.0,0.0
255,4,0.02,0.56,0.95,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.56,0.95,0.0,0.0,0.0,0.0,0.0
255,3,0.01,0.55,0.95,0.0,0.0,0.0,0.0,0.0
255,12,0.05,0.53,0.05,0.0,0.0,0.0,0.0,0.0
255,2,0.01,0.51,0.9,0.0,0.0,0.0,0.0,0.0
10,27,0.9,0.2,0.9,0.07,0.0,0.0,0.0,0.0
20,36,0.9,0.1,0.9,0.06,0.0,0.0,0.0,0.0
30,45,0.9,0.07,0.9,0.04,0.0,0.0,0.0,0.0
40,13,0.17,0.1,0.03,0.15,0.03,0.08,0.0,0.0
50,1,0.02,0.1,0.02,0.0,0.02,0.0,0.0,0.0
60,29,0.38,0.1,0.02,0.07,0.02,0.03,0.0,0.0
70,59,0.59,0.09,0.59,0.03,0.01,0.0,0.0,0.0
80,69,0.64,0.08,0.64,0.03,0.01,0.0,0.0,0.0
90,1,0.01,0.08,0.01,0.0,0.01,0.0,0.0,0.0
100,44,0.39,0.07,0.01,0.05,0.01,0.02,0.0,0.0
110,52,0.44,0.07,0.01,0.04,0.01,0.02,0.0,0.0
120,59,0.46,0.07,0.01,0.03,0.01,0.02,0.0,0.0
130,67,0.48,0.06,0.01,0.03,0.01,0.01,0.0,0.0
140,75,0.51,0.06,0.01,0.03,0.01,0.01,0.0,0.0
150,84,0.53,0.05,0.01,0.02,0.01,0.01,0.0,0.0
160,92,0.56,0.05,0.01,0.02,0.01,0.01,0.0,0.0
170,102,0.58,0.05,0.01,0.02,0.01,0.01,0.0,0.0
180,78,0.33,0.04,0.33,0.03,0.01,0.0,0.0,0.0
190,88,0.37,0.04,0.37,0.02,0.01,0.0,0.0,0.0
200,98,0.4,0.04,0.4,0.02,0.0,0.0,0.0,0.0
210,109,0.51,0.04,0.0,0.02,0.0,0.0,0.0,0.0
220,113,0.51,0.04,0.0,0.0,0.0,0.0,0.0,0.0
230,117,0.51,0.03,0.0,0.0,0.0,0.0,0.0,0.0
240,123,0.51,0.03,0.0,0.0,0.0,0.0,0.0,0.0
250,130,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0
255,137,0.54,0.03,0.0,0.0,0.0,0.0,0.0,0.0
255,147,0.58,0.03,0.0,0.0,0.0,0.0,0.0,0.0
7,155,0.86,0.29,0.14,0.01,0.0,0.0,0.0,0.0
17,162,0.94,0.12,0.06,0.01,0.0,0.0,0.0,0.0
27,165,0.93,0.07,0.04,0.01,0.0,0.0,0.0,0.0
37,167,0.95,0.05,0.03,0.01,0.0,0.0,0.0,0.0
47,171,0.94,0.06,0.02,0.01,0.0,0.0,0.0,0.0
57,179,0.91,0.07,0.02,0.01,0.0,0.0,0.0,0.0
67,178,0.82,0.07,0.01,0.01,0.0,0.0,0.0,0.0
77,182,0.84,0.06,0.01,0.01,0.0,0.0,0.0,0.0
87,177,0.79,0.06,0.01,0.01,0.0,0.0,0.0,0.0
97,58,0.14,0.05,0.14,0.03,0.0,0.0,0.0,0.0
107,67,0.22,0.05,0.22,0.03,0.0,0.0,0.0,0.0
117,77,0.29,0.04,0.29,0.03,0.0,0.0,0.0,0.0
127,159,0.65,0.04,0.01,0.01,0.0,0.0,0.0,0.0
137,158,0.67,0.04,0.01,0.01,0.0,0.0,0.0,0.0
147,10,0.04,0.03,0.01,0.2,0.0,0.0,0.0,0.0
157,150,0.64,0.03,0.01,0.01,0.0,0.0,0.0,0.0
167,80,0.29,0.03,0.29,0.03,0.0,0.0,0.0,0.0
177,74,0.3,0.03,0.3,0.03,0.0,0.0,0.0,0.0
187,164,0.63,0.03,0.01,0.01,0.0,0.0,0.0,0.0
197,77,0.34,0.03,0.34,0.03,0.0,0.0,0.0,0.0
207,165,0.62,0.02,0.0,0.01,0.0,0.0,0.0,0.0
217,168,0.63,0.02,0.0,0.01,0.0,0.0,0.0,0.0
227,171,0.65,0.02,0.0,0.01,0.0,0.0,0.0,0.0
237,174,0.66,0.02,0.0,0.01,0.0,0.0,0.0,0.0
247,174,0.67,0.02,0.0,0.01,0.0,0.0,0.0,0.0
255,175,0.69,0.02,0.0,0.0,0.0,0.0,0.0,0.0
10,174,0.9,0.2,0.1,0.01,0.0,0.0,0.0,0.0
20,172,0.85,0.15,0.05,0.01,0.0,0.0,0.0,0.0
30,173,0.9,0.1,0.03,0.01,0.0,0.0,0.0,0.0
40,171,0.88,0.08,0.03,0.01,0.0,0.0,0.0,0.0
50,7,0.08,0.06,0.02,0.29,0.0,0.0,0.0,0.0
60,5,0.07,0.07,0.02,0.4,0.0,0.0,0.0,0.0
70,176,0.86,0.06,0.01,0.01,0.01,0.01,0.0,0.0
80,64,0.1,0.06,0.1,0.03,0.01,0.0,0.0,0.0
90,73,0.2,0.06,0.2,0.03,0.01,0.0,0.0,0.0
100,77,0.28,0.05,0.28,0.03,0.01,0.0,0.0,0.0
110,168,0.63,0.05,0.01,0.01,0.01,0.01,0.0,0.0
120,175,0.64,0.04,0.01,0.01,0.01,0.01,0.0,0.0
130,175,0.67,0.04,0.01,0.01,0.01,0.01,0.0,0.0
140,7,0.04,0.04,0.01,0.29,0.01,0.0,0.0,0.0
150,183,0.7,0.03,0.01,0.01,0.01,0.01,0.0,0.0
160,186,0.72,0.03,0.01,0.01,0.01,0.01,0.0,0.0
170,187,0.72,0.03,0.01,0.01,0.01,0.01,0.0,0.0
180,193,0.73,0.03,0.01,0.01,0.01,0.01,0.0,0.0
190,197,0.74,0.03,0.01,0.01,0.02,0.01,0.0,0.0
200,203,0.75,0.03,0.0,0.01,0.01,0.01,0.0,0.0
210,204,0.76,0.02,0.0,0.01,0.01,0.01,0.0,0.0
220,202,0.76,0.02,0.0,0.01,0.01,0.01,0.0,0.0
3,201,0.67,0.67,0.33,0.01,0.0,0.01,0.0,0.0
13,201,0.85,0.23,0.08,0.01,0.0,0.01,0.0,0.0
23,39,0.39,0.17,0.39,0.05,0.0,0.0,0.0,0.0
33,49,0.58,0.12,0.58,0.04,0.0,0.0,0.0,0.0
43,184,0.49,0.12,0.02,0.01,0.0,0.01,0.0,0.0
53,182,0.55,0.09,0.02,0.01,0.04,0.02,0.0,0.0
63,182,0.6,0.08,0.02,0.01,0.05,0.02,0.0,0.0
73,184,0.66,0.07,0.01,0.01,0.04,0.02,0.0,0.0
83,184,0.67,0.06,0.01,0.01,0.04,0.02,0.0,0.0
93,186,0.71,0.05,0.01,0.01,0.03,0.02,0.0,0.0
103,190,0.74,0.05,0.01,0.01,0.03,0.02,0.0,0.0
113,37,0.18,0.04,0.18,0.05,0.03,0.0,0.0,0.0
123,204,0.73,0.04,0.01,0.01,0.02,0.01,0.0,0.0
133,30,0.23,0.04,0.23,0.0,0.02,0.0,0.0,0.0
143,40,0.28,0.03,0.28,0.0,0.02,0.0,0.0,0.0
153,189,0.63,0.03,0.01,0.01,0.02,0.02,0.0,0.0
163,189,0.65,0.03,0.01,0.01,0.02,0.02,0.0,0.0
173,187,0.65,0.03,0.01,0.01,0.02,0.02,0.0,0.0
183,186,0.66,0.03,0.01,0.01,0.02,0.02,0.0,0.0
193,52,0.27,0.03,0.27,0.0,0.02,0.0,0.0,0.0
203,182,0.66,0.02,0.0,0.01,0.01,0.02,0.0,0.0
213,181,0.67,0.02,0.0,0.01,0.01,0.01,0.0,0.0
223,62,0.28,0.03,0.28,0.0,0.01,0.0,0.0,0.0
233,72,0.31,0.03,0.31,0.0,0.01,0.0,0.0,0.0
243,82,0.34,0.02,0.34,0.0,0.01,0.0,0.0,0.0
253,154,0.6,0.02,0.0,0.01,0.01,0.01,0.0,0.0
6,154,0.83,0.33,0.17,0.01,0.0,0.01,0.0,0.0
16,90,0.56,0.19,0.56,0.02,0.0,0.0,0.0,0.0
26,90,0.73,0.12,0.73,0.02,0.0,0.0,0.0,0.0
36,95,0.81,0.08,0.81,0.02,0.0,0.0,0.0,0.0
46,103,0.8,0.07,0.8,0.02,0.0,0.0,0.0,0.0
56,113,0.84,0.05,0.84,0.02,0.0,0.0,0.0,0.0
66,122,0.85,0.05,0.85,0.02,0.0,0.0,0.0,0.0
76,132,0.87,0.04,0.87,0.02,0.0,0.0,0.0,0.0
86,142,0.88,0.03,0.88,0.01,0.0,0.0,0.0,0.0
96,98,0.15,0.04,0.01,0.02,0.0,0.0,0.0,0.0
106,96,0.21,0.04,0.01,0.02,0.0,0.0,0.0,0.0
116,102,0.28,0.03,0.01,0.02,0.0,0.0,0.0,0.0
126,101,0.33,0.04,0.01,0.02,0.0,0.0,0.0,0.0
136,105,0.33,0.04,0.01,0.02,0.0,0.0,0.0,0.0
146,112,0.36,0.03,0.01,0.02,0.0,0.0,0.0,0.0
156,116,0.4,0.03,0.01,0.02,0.0,0.0,0.0,0.0
166,116,0.43,0.03,0.01,0.02,0.0,0.0,0.0,0.0
176,118,0.45,0.03,0.01,0.02,0.0,0.0,0.0,0.0
186,118,0.48,0.03,0.01,0.02,0.0,0.0,0.0,0.0
196,124,0.5,0.03,0.01,0.02,0.0,0.0,0.0,0.0
206,124,0.52,0.02,0.0,0.02,0.0,0.0,0.0,0.0
216,124,0.53,0.02,0.0,0.02,0.0,0.0,0.0,0.0
226,132,0.54,0.02,0.0,0.02,0.0,0.0,0.0,0.0
236,142,0.56,0.02,0.0,0.01,0.0,0.0,0.0,0.0
246,147,0.57,0.02,0.0,0.01,0.0,0.0,0.0,0.0
255,88,0.35,0.02,0.35,0.0,0.0,0.0,0.0,0.0
255,148,0.58,0.02,0.0,0.0,0.0,0.0,0.0,0.0
255,156,0.61,0.02,0.0,0.0,0.0,0.0,0.0,0.0
4,160,0.75,0.5,0.25,0.01,0.0,0.0,0.0,0.0
14,167,0.79,0.29,0.07,0.01,0.0,0.0,0.0,0.0
24,54,0.04,0.21,0.04,0.04,0.0,0.0,0.0,0.0
34,179,0.71,0.15,0.03,0.01,0.0,0.0,0.0,0.0
44,188,0.75,0.11,0.02,0.01,0.0,0.0,0.0,0.0
54,38,0.26,0.09,0.26,0.05,0.0,0.0,0.0,0.0
64,195,0.64,0.08,0.02,0.01,0.0,0.0,0.0,0.0
74,195,0.68,0.07,0.01,0.01,0.0,0.0,0.0,0.0
84,195,0.7,0.06,0.01,0.01,0.0,0.0,0.0,0.0
94,193,0.71,0.05,0.01,0.01,0.0,0.0,0.0,0.0
104,16,0.06,0.05,0.01,0.12,0.0,0.0,0.0,0.0
114,198,0.72,0.04,0.01,0.01,0.0,0.0,0.0,0.0
124,17,0.06,0.04,0.02,0.12,0.01,0.06,0.0,0.0
134,194,0.73,0.04,0.01,0.01,0.01,0.0,0.0,0.0
144,194,0.74,0.03,0.01,0.01,0.01,0.0,0.0,0.0
154,195,0.76,0.03,0.01,0.01,0.01,0.0,0.0,0.0
164,192,0.75,0.03,0.01,0.01,0.01,0.0,0.0,0.0
174,192,0.76,0.03,0.01,0.01,0.01,0.0,0.0,0.0
184,193,0.76,0.03,0.01,0.01,0.01,0.0,0.0,0.0
194,192,0.76,0.03,0.01,0.01,0.01,0.0,0.0,0.0
204,192,0.76,0.02,0.0,0.01,0.0,0.0,0.0,0.0
214,34,0.11,0.02,0.11,0.06,0.0,0.0,0.0,0.0
224,44,0.15,0.02,0.15,0.05,0.0,0.0,0.0,0.0
234,177,0.69,0.02,0.0,0.01,0.0,0.0,0.0,0.0
8,52,0.88,0.25,0.88,0.06,0.0,0.0,0.0,0.0
18,59,0.94,0.11,0.94,0.05,0.0,0.0,0.0,0.0
28,61,0.71,0.11,0.71,0.03,0.0,0.0,0.0,0.0
38,70,0.76,0.08,0.76,0.03,0.0,0.0,0.0,0.0
48,74,0.81,0.06,0.81,0.03,0.0,0.0,0.0,0.0
58,11,0.02,0.07,0.02,0.18,0.0,0.0,0.0,0.0
68,81,0.72,0.07,0.72,0.02,0.0,0.0,0.0,0.0
78,82,0.74,0.06,0.74,0.02,0.0,0.0,0.0,0.0
88,135,0.19,0.06,0.01,0.01,0.0,0.0,0.0,0.0
98,91,0.68,0.05,0.68,0.02,0.0,0.0,0.0,0.0
108,101,0.71,0.05,0.71,0.02,0.0,0.0,0.0,0.0
118,111,0.74,0.04,0.74,0.02,0.0,0.0,0.0,0.0
128,113,0.2,0.04,0.01,0.02,0.0,0.0,0.0,0.0
138,111,0.25,0.04,0.01,0.02,0.0,0.0,0.0,0.0
148,114,0.29,0.03,0.01,0.02,0.0,0.0,0.0,0.0
158,123,0.63,0.03,0.63,0.02,0.0,0.0,0.0,0.0
168,9,0.02,0.03,0.01,0.22,0.0,0.0,0.0,0.0
178,104,0.33,0.03,0.01,0.02,0.0,0.0,0.0,0.0
188,102,0.35,0.03,0.01,0.02,0.0,0.0,0.0,0.0
198,103,0.37,0.03,0.01,0.02,0.0,0.0,0.0,0.0
208,20,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
218,97,0.39,0.03,0.0,0.02,0.0,0.0,0.0,0.0
228,98,0.41,0.03,0.0,0.02,0.0,0.0,0.0,0.0
238,105,0.42,0.03,0.0,0.02,0.0,0.0,0.0,0.0
248,112,0.43,0.02,0.0,0.02,0.0,0.0,0.0,0.0
255,116,0.45,0.02,0.0,0.0,0.0,0.0,0.0,0.0
255,31,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0
255,128,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0
255,128,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0
255,72,0.28,0.03,0.28,0.0,0.0,0.0,0.0,0.0
255,7,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0
255,72,0.28,0.03,0.28,0.0,0.0,0.0,0.0,0.0
255,71,0.28,0.03,0.27,0.0,0.0,0.0,0.0,0.0
255,69,0.27,0.03,0.27,0.0,0.0,0.0,0.0,0.0
255,130,0.51,0.03,0.0,0.0,0.0,0.0,0.0,0.0
255,136,0.53,0.03,0.0,0.0,0.0,0.0,0.0,0.0
255,144,0.56,0.03,0.0,0.0,0.0,0.0,0.0,0.0
10,10,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
20,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2,30,1.0,0.0,0.5,0.07,0.0,0.0,0.0,0.0
10,40,1.0,0.0,0.1,0.08,0.0,0.0,0.0,0.0
20,50,1.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0
30,60,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0
40,70,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0
50,80,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0
60,90,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0
4,100,1.0,0.0,0.25,0.06,0.0,0.0,0.0,0.04
14,110,1.0,0.0,0.07,0.05,0.0,0.0,0.0,0.04
4,120,1.0,0.0,0.25,0.06,0.0,0.0,0.0,0.03
14,130,1.0,0.0,0.07,0.05,0.0,0.0,0.0,0.03
1,140,1.0,0.0,1.0,0.06,0.0,0.0,1.0,0.04
11,150,1.0,0.0,0.09,0.06,0.0,0.0,0.45,0.07
21,160,1.0,0.0,0.05,0.06,0.0,0.0,0.24,0.06
31,170,1.0,0.0,0.03,0.05,0.0,0.0,0.16,0.06
41,180,1.0,0.0,0.02,0.05,0.0,0.0,0.12,0.06
51,190,1.0,0.0,0.02,0.05,0.0,0.0,0.1,0.05
61,200,1.0,0.0,0.02,0.05,0.0,0.0,0.08,0.05
71,210,1.0,0.0,0.01,0.04,0.0,0.0,0.1,0.06
10,220,1.0,0.0,0.1,0.05,0.0,0.0,0.0,0.05
20,230,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.05
3,240,1.0,0.0,0.33,0.05,0.0,0.0,0.0,0.05
13,250,1.0,0.0,0.08,0.05,0.0,0.0,0.0,0.05
23,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.05
33,255,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.05
43,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.05
53,255,1.0,0.0,0.02,0.04,0.0,0.0,0.02,0.05
63,255,1.0,0.0,0.02,0.04,0.0,0.0,0.02,0.05
73,255,1.0,0.0,0.01,0.04,0.0,0.0,0.01,0.05
83,255,1.0,0.0,0.01,0.04,0.0,0.0,0.01,0.05
7,255,1.0,0.0,0.14,0.05,0.0,0.0,0.0,0.05
17,255,1.0,0.0,0.06,0.05,0.06,0.0,0.0,0.05
27,255,1.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04
2,255,1.0,0.0,0.5,0.04,0.0,0.0,0.0,0.04
12,255,1.0,0.0,0.08,0.04,0.0,0.0,0.08,0.04
6,255,1.0,0.0,0.17,0.04,0.0,0.0,0.17,0.04
8,255,1.0,0.0,0.12,0.05,0.0,0.0,0.0,0.05
18,255,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.03
28,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.02
38,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.02
48,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.02
58,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.02
68,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.02
78,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.02
88,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.02
98,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.02
108,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.02
10,255,1.0,0.0,0.1,0.03,0.0,0.0,0.4,0.03
20,255,1.0,0.0,0.05,0.03,0.0,0.0,0.2,0.03
30,255,1.0,0.0,0.03,0.03,0.0,0.0,0.13,0.03
40,255,1.0,0.0,0.03,0.03,0.0,0.0,0.1,0.03
50,255,1.0,0.0,0.02,0.03,0.0,0.0,0.08,0.03
60,255,1.0,0.0,0.02,0.03,0.0,0.0,0.12,0.04
70,255,1.0,0.0,0.01,0.03,0.0,0.0,0.17,0.06
80,255,1.0,0.0,0.01,0.03,0.0,0.0,0.15,0.06
90,255,1.0,0.0,0.01,0.02,0.0,0.0,0.13,0.06
100,255,1.0,0.0,0.01,0.02,0.0,0.0,0.12,0.06
110,255,1.0,0.0,0.01,0.02,0.0,0.0,0.11,0.06
120,255,1.0,0.0,0.01,0.02,0.0,0.0,0.1,0.06
130,255,1.0,0.0,0.01,0.02,0.0,0.0,0.09,0.06
140,255,1.0,0.0,0.01,0.01,0.0,0.0,0.09,0.05
150,255,1.0,0.0,0.01,0.01,0.0,0.0,0.08,0.05
160,255,1.0,0.0,0.01,0.01,0.0,0.0,0.08,0.05
170,255,1.0,0.0,0.01,0.01,0.0,0.0,0.07,0.05
180,255,1.0,0.0,0.01,0.01,0.0,0.0,0.07,0.05
190,255,1.0,0.0,0.01,0.01,0.0,0.0,0.06,0.05
200,255,1.0,0.0,0.0,0.01,0.0,0.0,0.06,0.05
210,255,1.0,0.0,0.0,0.01,0.0,0.0,0.06,0.05
220,255,1.0,0.0,0.0,0.01,0.0,0.0,0.06,0.05
230,255,1.0,0.0,0.01,0.01,0.0,0.0,0.06,0.05
240,255,1.0,0.0,0.0,0.01,0.0,0.0,0.05,0.05
250,255,1.0,0.0,0.0,0.01,0.0,0.0,0.05,0.05
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
